,Unnamed: 0,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Y,X
4569,4569,Paris109,48.85742665251242,2.3020195479139023,Les Ombres,48.861096244398794,2.2985252350127725,French Restaurant,5490292.004770365,-430522.58461649483
4570,4570,Paris109,48.85742665251242,2.3020195479139023,Le Florimond,48.85582670098792,2.3077585004445527,French Restaurant,5489593.8264054395,-429946.79948395
4571,4571,Paris109,48.85742665251242,2.3020195479139023,Le Bosquet,48.85614498381239,2.3047164661656816,French Restaurant,5489666.7973450795,-430163.1617467286
4572,4572,Paris109,48.85742665251242,2.3020195479139023,Reed,48.858942,2.307418,French Restaurant,5489943.109870095,-429913.15708503
4574,4574,Paris109,48.85742665251242,2.3020195479139023,7e Vin,48.85476567572731,2.3054705895474683,French Restaurant,5489504.6691126395,-430133.96057989367
4576,4576,Paris109,48.85742665251242,2.3020195479139023,Philippe Excoffier,48.85760136305378,2.303026647175456,French Restaurant,5489849.06624353,-430259.29846425774
4579,4579,Paris109,48.85742665251242,2.3020195479139023,L'Affriolé,48.86083323296815,2.305717199464972,French Restaurant,5490173.675865791,-430001.92279467836
4580,4580,Paris109,48.85742665251242,2.3020195479139023,P'tit Troquet,48.85714077884825,2.3032916232220293,French Restaurant,5489794.764237517,-430248.5882903866
4587,4587,Paris109,48.85742665251242,2.3020195479139023,Bistrot Chez France,48.85900497436523,2.307521104812622,French Restaurant,5489948.806941035,-429904.43843294587
4592,4592,Paris109,48.85742665251242,2.3020195479139023,Bistrot Le Champ de Mars,48.857954457465,2.2999580204486847,French Restaurant,5489926.236802217,-430476.9385622693
4596,4596,Paris109,48.85742665251242,2.3020195479139023,Mariette,48.85591481049376,2.305690026874613,French Restaurant,5489629.230774922,-430096.3293648369
4607,4607,Paris109,48.85742665251242,2.3020195479139023,Le Tourville,48.854428508252056,2.3060708237009218,French Restaurant,5489459.880789353,-430096.423390948
4609,4609,Paris109,48.85742665251242,2.3020195479139023,Firmin le Barbier,48.859445127775345,2.2986690148358693,French Restaurant,5490107.338535077,-430543.12103958847
4611,4611,Paris109,48.85742665251242,2.3020195479139023,Le Royal,48.85653228161736,2.3029379546642303,French Restaurant,5489731.751006677,-430285.8736772437
4612,4612,Paris109,48.85742665251242,2.3020195479139023,20 Eiffel,48.85929994057023,2.2977625725167705,French Restaurant,5490102.50278844,-430612.09785893536
4614,4614,Paris109,48.85742665251242,2.3020195479139023,Le Clos des Gourmets,48.85992673825521,2.300899022850845,French Restaurant,5490133.020527413,-430371.08843408886
4619,4619,Paris110,48.85861750864198,2.3126592724704382,Café de l'Esplanade,48.85829011894278,2.3110073804855347,French Restaurant,5489826.413387578,-429663.0686723348
4621,4621,Paris110,48.85861750864198,2.3126592724704382,David Toutain,48.86019458411276,2.3096224857629672,French Restaurant,5490054.523896182,-429728.5107984269
4624,4624,Paris110,48.85861750864198,2.3126592724704382,Garance,48.860006926675965,2.3152838745620827,French Restaurant,5489963.582222648,-429318.27754918044
4625,4625,Paris110,48.85861750864198,2.3126592724704382,Le Divellec,48.860940430438774,2.3118041022650018,French Restaurant,5490110.098272805,-429555.0612374997
4628,4628,Paris110,48.85861750864198,2.3126592724704382,Chez les Anges,48.858727685114886,2.310070838255938,French Restaurant,5489886.487458576,-429723.298241379
4630,4630,Paris110,48.85861750864198,2.3126592724704382,Auberge Bressane,48.85651695863093,2.3088000833678404,French Restaurant,5489657.370092975,-429857.7029817129
4632,4632,Paris110,48.85861750864198,2.3126592724704382,La Tour Maubourg,48.8582264136281,2.3098124563694,French Restaurant,5489834.167251179,-429751.5984951719
4635,4635,Paris110,48.85861750864198,2.3126592724704382,Tomy & Co,48.86056457456818,2.3093926906585693,French Restaurant,5490098.353695837,-429738.3545967378
4641,4641,Paris110,48.85861750864198,2.3126592724704382,Auguste,48.85629115451279,2.3170969387778007,French Restaurant,5489529.546351825,-429255.5282472017
4642,4642,Paris110,48.85861750864198,2.3126592724704382,Chez Françoise,48.86192434688699,2.3144443797783487,French Restaurant,5490186.36430133,-429343.62591140554
4644,4644,Paris110,48.85861750864198,2.3126592724704382,Reed,48.858942,2.307418,French Restaurant,5489943.109870095,-429913.15708503
4646,4646,Paris110,48.85861750864198,2.3126592724704382,Le Carré des Invalides,48.85822,2.31288,French Restaurant,5489795.440014466,-429527.52163219196
4656,4656,Paris110,48.85861750864198,2.3126592724704382,Bistrot Chez France,48.85900497436523,2.307521104812622,French Restaurant,5489948.806941035,-429904.43843294587
4661,4661,Paris110,48.85861750864198,2.3126592724704382,Le Florimond,48.85582670098792,2.3077585004445527,French Restaurant,5489593.8264054395,-429946.79948395
4662,4662,Paris110,48.85861750864198,2.3126592724704382,Malabar,48.8595329447984,2.306362415359232,French Restaurant,5490021.6517958585,-429979.2013358105
4663,4663,Paris110,48.85861750864198,2.3126592724704382,Au Petit Tonneau,48.860656,2.3094,French Restaurant,5490108.389710633,-429736.10291503125
4669,4669,Paris110,48.85861750864198,2.3126592724704382,Pasco,48.85621957294614,2.3098489672952263,French Restaurant,5489611.429136414,-429786.6267133164
4685,4685,Paris110,48.85861750864198,2.3126592724704382,Le Basilic,48.85765306225518,2.318941354751587,French Restaurant,5489657.551262412,-429095.1562819211
4712,4712,Paris111,48.85980740414129,2.3232996947458084,Cinq Mars,48.85865311571718,2.3269723638409308,French Restaurant,5489668.885012106,-428489.4240193784
4713,4713,Paris111,48.85980740414129,2.3232996947458084,Restaurant Le Concorde,48.86119630044248,2.3202301561832424,French Restaurant,5490034.054347568,-428934.4573456523
4715,4715,Paris111,48.85980740414129,2.3232996947458084,Le Restaurant du Musée d'Orsay,48.86029986248957,2.325392316832362,French Restaurant,5489870.845026683,-428574.01001979096
4716,4716,Paris111,48.85980740414129,2.3232996947458084,Le Concorde,48.861234,2.32023,French Restaurant,5490038.232048584,-428933.76116093085
4719,4719,Paris111,48.85980740414129,2.3232996947458084,Les Antiquaires,48.85871427354315,2.328673201632693,French Restaurant,5489654.6083807275,-428363.96779170586
4720,4720,Paris111,48.85980740414129,2.3232996947458084,Le 122,48.85717233054754,2.3191867768764496,French Restaurant,5489601.263536286,-429086.24215562735
4724,4724,Paris111,48.85980740414129,2.3232996947458084,Le Bourbon,48.86062633582932,2.318962812423706,French Restaurant,5489986.618402632,-429037.77731062914
4726,4726,Paris111,48.85980740414129,2.3232996947458084,L'Atelier de Joël Robuchon,48.856691,2.327597,French Restaurant,5489443.819755735,-428480.5751813693
4728,4728,Paris111,48.85980740414129,2.3232996947458084,Es,48.85644211823811,2.321330755540054,French Restaurant,5489493.829873941,-428943.24463344086
4734,4734,Paris111,48.85980740414129,2.3232996947458084,Chez Graff,48.85621299745628,2.3209644516068355,French Restaurant,5489472.98750911,-428974.31771737477
4735,4735,Paris111,48.85980740414129,2.3232996947458084,Le Basilic,48.85765306225518,2.318941354751587,French Restaurant,5489657.551262412,-429095.1562819211
4739,4739,Paris111,48.85980740414129,2.3232996947458084,Ferme Saint-Simon,48.85648660831722,2.324142537530168,French Restaurant,5489463.942439388,-428736.8963581694
4740,4740,Paris111,48.85980740414129,2.3232996947458084,La Dauphine,48.86103624437192,2.3208088720737403,French Restaurant,5490009.159099165,-428895.1671698219
4743,4743,Paris111,48.85980740414129,2.3232996947458084,Laiterie Sainte Clotilde,48.85612239200518,2.3208740878048757,French Restaurant,5489464.070664288,-428982.6228431291
4750,4750,Paris111,48.85980740414129,2.3232996947458084,Loiseau Rive Gauche,48.86006077629161,2.31830433011055,French Restaurant,5489932.130428797,-429096.51831734786
4789,4789,Paris112,48.860996338852146,2.3339408142357243,La Rotonde St. Honoré,48.864582528064616,2.332702043747908,French Restaurant,5490254.754322018,-427959.4782609135
4793,4793,Paris112,48.860996338852146,2.3339408142357243,Les Antiquaires,48.85871427354315,2.328673201632693,French Restaurant,5489654.6083807275,-428363.96779170586
4800,4800,Paris112,48.860996338852146,2.3339408142357243,la Caleche,48.857909863980474,2.3318185271945717,French Restaurant,5489526.586517356,-428149.1687985577
4802,4802,Paris113,48.862184312616435,2.3445826304356663,La Régalade Saint-Honoré,48.861619829461404,2.341748716653437,French Restaurant,5489814.709788791,-427353.87442665116
4806,4806,Paris113,48.862184312616435,2.3445826304356663,Le Comptoir de la Gastronomie,48.864555479743366,2.345258763984336,French Restaurant,5490096.492778974,-427042.3584514569
4808,4808,Paris113,48.862184312616435,2.3445826304356663,Pirouette,48.862875518546936,2.34813524041492,French Restaurant,5489874.864296723,-426863.61058142246
4810,4810,Paris113,48.862184312616435,2.3445826304356663,La Poule Au Pot,48.861806,2.3432630000000003,French Restaurant,5489816.611858947,-427239.7179648308
4815,4815,Paris113,48.862184312616435,2.3445826304356663,Kei,48.86423845362122,2.3423181613381274,French Restaurant,5490097.723970296,-427263.1941319922
4817,4817,Paris113,48.862184312616435,2.3445826304356663,Champeaux,48.862294933981744,2.346521574757516,French Restaurant,5489830.495127957,-426992.4139451353
4819,4819,Paris113,48.862184312616435,2.3445826304356663,L'Escargot Montorgueil,48.86417135710842,2.346692822793557,French Restaurant,5490036.2227992965,-426944.75370802253
4821,4821,Paris113,48.862184312616435,2.3445826304356663,Le Louis,48.86433074917223,2.3413320625761442,French Restaurant,5490120.137594339,-427333.5279536174
4827,4827,Paris113,48.862184312616435,2.3445826304356663,Au Vieux Comptoir,48.85889313897845,2.3461287908631747,French Restaurant,5489458.545339699,-427084.8349094242
4835,4835,Paris113,48.862184312616435,2.3445826304356663,Les Fines Gueules,48.865171886388225,2.3406447842717166,French Restaurant,5490221.8034774,-427367.99115372566
4846,4846,Paris113,48.862184312616435,2.3445826304356663,Le Compère,48.866597999999996,2.345694,French Restaurant,5490317.355171485,-426972.2915034406
4849,4849,Paris114,48.863371325276184,2.3552251428409043,Le Derrière,48.8644695009521,2.3541775345802307,French Restaurant,5489976.783338189,-426392.1926568224
4866,4866,Paris114,48.863371325276184,2.3552251428409043,Au Bascou,48.86538525295777,2.3574612289667125,French Restaurant,5490037.670127646,-426135.08477836906
4868,4868,Paris114,48.863371325276184,2.3552251428409043,Le Restaurant des Poètes,48.86232131013031,2.351590170446911,French Restaurant,5489770.79321865,-426621.49476676516
4873,4873,Paris114,48.863371325276184,2.3552251428409043,"Pain, Vin, Fromage",48.86052669403869,2.354600841926289,French Restaurant,5489534.824296252,-426435.0574811478
4876,4876,Paris114,48.863371325276184,2.3552251428409043,Le Taxi Jaune,48.86323558748951,2.3566683020393944,French Restaurant,5489809.349218719,-426233.2612664349
4885,4885,Paris114,48.863371325276184,2.3552251428409043,Terra,48.86376412493382,2.3568256425068057,French Restaurant,5489865.950805294,-426211.8713013339
4909,4909,Paris114,48.863371325276184,2.3552251428409043,Pramil,48.866815,2.358704,French Restaurant,5490180.695180645,-426017.51143334026
4914,4914,Paris114,48.863371325276184,2.3552251428409043,L'Ami Louis,48.86702338016518,2.358080299757337,French Restaurant,5490211.476638887,-426059.1894282517
4917,4917,Paris114,48.863371325276184,2.3552251428409043,Les Enfants Du Marché,48.862746,2.36195,French Restaurant,5489689.917206693,-425856.4254761606
4933,4933,Paris114,48.863371325276184,2.3552251428409043,Au Fil des Saisons,48.865634089057046,2.359517181136964,French Restaurant,5490039.851048058,-425980.183578906
4954,4954,Paris115,48.86455737667348,2.365868350946445,L'Aller Retour,48.86524712816095,2.3632033784741133,French Restaurant,5489951.491134384,-425718.0421434317
4977,4977,Paris115,48.86455737667348,2.365868350946445,Cuissons,48.86448472091772,2.3658593259960368,French Restaurant,5489834.268369161,-425538.2069499402
5009,5009,Paris115,48.86455737667348,2.365868350946445,Les Enfants Du Marché,48.862746,2.36195,French Restaurant,5489689.917206693,-425856.4254761606
5023,5023,Paris115,48.86455737667348,2.365868350946445,Au Passage,48.861612865426395,2.368909459543647,French Restaurant,5489478.5314554125,-425368.9956391419
5027,5027,Paris115,48.86455737667348,2.365868350946445,Botanique Restaurant,48.865561117486926,2.3707095769805067,French Restaurant,5489893.666462751,-425163.62869908556
5039,5039,Paris115,48.86455737667348,2.365868350946445,Aux Deux Amis,48.8644780239293,2.371765306520357,French Restaurant,5489760.674747442,-425106.7230143446
5040,5040,Paris115,48.86455737667348,2.365868350946445,Auberge Pyrénées Cévennes,48.86788239507106,2.3688136786222462,French Restaurant,5490174.1724718455,-425258.77662905294
5042,5042,Paris115,48.86455737667348,2.365868350946445,Pierre Sang On Gambey,48.86497572508522,2.372193932533264,French Restaurant,5489810.518073292,-425066.0961758768
5044,5044,Paris115,48.86455737667348,2.365868350946445,L'Acolyte de l'Insolite,48.864123,2.371664,French Restaurant,5489722.5989357475,-425120.7626832058
5052,5052,Paris116,48.86574246665058,2.376512254247109,Les Fabricants,48.86705187634223,2.3749108656349525,French Restaurant,5490006.987533967,-424828.74558244227
5068,5068,Paris116,48.86574246665058,2.376512254247109,Pierre Sang in Oberkampf,48.864682,2.372385,French Restaurant,5489775.626643119,-425057.6231605009
5070,5070,Paris116,48.86574246665058,2.376512254247109,Pierre Sang On Gambey,48.86497572508522,2.372193932533264,French Restaurant,5489810.518073292,-425066.0961758768
5072,5072,Paris116,48.86574246665058,2.376512254247109,Le Villaret,48.864305588439905,2.372919870126359,French Restaurant,5489727.336700882,-425025.57017088926
5084,5084,Paris116,48.86574246665058,2.376512254247109,La Cave de l'Insolite,48.86293188195969,2.373174340214995,French Restaurant,5489572.036397976,-425032.6475483503
5090,5090,Paris116,48.86574246665058,2.376512254247109,Aux Deux Amis,48.8644780239293,2.371765306520357,French Restaurant,5489760.674747442,-425106.7230143446
5100,5100,Paris116,48.86574246665058,2.376512254247109,Le Square Gardette,48.86264447832282,2.3787867299640544,French Restaurant,5489471.010607721,-424627.8479868828
5105,5105,Paris116,48.86574246665058,2.376512254247109,L'Acolyte de l'Insolite,48.864123,2.371664,French Restaurant,5489722.5989357475,-425120.7626832058
5115,5115,Paris116,48.86574246665058,2.376512254247109,Les P'tites Indécises,48.866397423054416,2.372136232601065,French Restaurant,5489968.707636807,-425043.7386938592
5118,5118,Paris116,48.86574246665058,2.376512254247109,La Canonnière,48.868243,2.374006,French Restaurant,5490150.081852702,-424872.60832097754
5121,5121,Paris116,48.86574246665058,2.376512254247109,Botanique Restaurant,48.865561117486926,2.3707095769805067,French Restaurant,5489893.666462751,-425163.62869908556
5134,5134,Paris116,48.86574246665058,2.376512254247109,Le Gurü,48.868946,2.3741958,French Restaurant,5490225.61121554,-424845.6000462194
5136,5136,Paris116,48.86574246665058,2.376512254247109,L'Estaminet,48.866169304232656,2.3793307178193426,French Restaurant,5489854.74432021,-424522.24579618266
5138,5138,Paris116,48.86574246665058,2.376512254247109,Les Pieds sous la Table,48.86804220811789,2.3753106963482105,French Restaurant,5490111.754821677,-424781.02053604065
5140,5140,Paris116,48.86574246665058,2.376512254247109,Muxu,48.86910954878397,2.374268779409586,French Restaurant,5490242.8272967115,-424837.2105386219
5160,5160,Paris117,48.86692659504981,2.387156852237448,La Bellevilloise,48.86824426573969,2.3919710371762064,French Restaurant,5489928.878271472,-423559.7906275075
5179,5179,Paris117,48.86692659504981,2.387156852237448,La Fine Mousse Restaurant,48.86472832610432,2.381870001554489,French Restaurant,5489663.837246337,-424363.5932192884
5192,5192,Paris117,48.86692659504981,2.387156852237448,La Factorie - Saint Amour,48.863000202769506,2.3878847745137346,French Restaurant,5489398.318221509,-423956.29107832315
5193,5193,Paris117,48.86692659504981,2.387156852237448,Au Rond-Point,48.86276073496476,2.3874177462772392,French Restaurant,5489377.544809409,-423994.8933125426
5202,5202,Paris118,48.86810976171359,2.3978021444118163,Aux Petits Oignons,48.86808358378731,2.400132658058709,French Restaurant,5489810.628637318,-422966.3725903315
5203,5203,Paris118,48.86810976171359,2.3978021444118163,Le Tablier Rouge,48.86900482831884,2.3970883055737326,French Restaurant,5489950.135313713,-423171.6557630956
5207,5207,Paris118,48.86810976171359,2.3978021444118163,La Bellevilloise,48.86824426573969,2.3919710371762064,French Restaurant,5489928.878271472,-423559.7906275075
5216,5216,Paris118,48.86810976171359,2.3978021444118163,Au Chat Qui Pêche,48.868068295683486,2.4023908355667736,French Restaurant,5489781.153903278,-422801.6390671063
5234,5234,Paris118,48.86810976171359,2.3978021444118163,Charlotte,48.86488374379058,2.3993077268477987,French Restaurant,5489466.3344413955,-423086.33485661075
5255,5255,Paris119,48.8692919664845,2.408448130264333,Au Chat Qui Pêche,48.868068295683486,2.4023908355667736,French Restaurant,5489781.153903278,-422801.6390671063
5270,5270,Paris120,48.87047320920521,2.41909480928888,L'Amandine,48.86809616084914,2.4190405757467377,French Restaurant,5489579.564323272,-421584.41621331987
5274,5274,Paris121,48.86052453296559,2.273856404643332,Bon,48.86028226975071,2.2746360061086905,French Restaurant,5490498.501180814,-432283.7778930946
5281,5281,Paris121,48.86052453296559,2.273856404643332,Le Bois,48.857757609740254,2.2739139046189907,French Restaurant,5490227.8423835235,-432384.1130577321
5286,5286,Paris121,48.86052453296559,2.273856404643332,Le Flandrin,48.864169753787934,2.272247046749305,French Restaurant,5490958.780057119,-432385.11783501424
5287,5287,Paris121,48.86052453296559,2.273856404643332,La Gare,48.85810675311963,2.272226239942701,French Restaurant,5490287.49438714,-432500.8791842938
5309,5309,Paris121,48.86052453296559,2.273856404643332,Le Chalet du 16ème,48.862920768306324,2.2764624176730934,French Restaurant,5490768.04431112,-432100.601028468
5326,5326,Paris122,48.86171804385263,2.284495605436641,Café de l'Homme,48.861972712382716,2.287763357162476,French Restaurant,5490522.65298717,-431292.58724533
5330,5330,Paris122,48.86171804385263,2.284495605436641,Le Scheffer,48.86209438402765,2.282565716476193,French Restaurant,5490600.680215661,-431670.14035681065
5333,5333,Paris122,48.86171804385263,2.284495605436641,Le Coq,48.8634069681865,2.2877032411757985,French Restaurant,5490682.260469324,-431269.98895661277
5342,5342,Paris122,48.86171804385263,2.284495605436641,La Petite Tour,48.859141857300386,2.2830485407065653,French Restaurant,5490267.655489899,-431690.43912494055
5346,5346,Paris122,48.86171804385263,2.284495605436641,Hiramatsu,48.86506,2.287656,French Restaurant,5490865.939957412,-431242.33166031144
5348,5348,Paris122,48.86171804385263,2.284495605436641,Hexagone,48.864411,2.288549,French Restaurant,5490782.967931712,-431189.28845320886
5349,5349,Paris122,48.86171804385263,2.284495605436641,Paul Chêne,48.86580374859067,2.285949354156912,French Restaurant,5490969.510850849,-431353.0462294342
5365,5365,Paris123,48.862910594313156,2.2951355055048026,Monsieur Bleu,48.8635741834836,2.2969249928711486,French Restaurant,5490586.321624466,-430592.9354846091
5374,5374,Paris123,48.862910594313156,2.2951355055048026,La Bauhinia,48.863458152397925,2.2936560056992565,French Restaurant,5490614.034511043,-430834.0093509741
5375,5375,Paris123,48.862910594313156,2.2951355055048026,L'Abeille,48.86345063364732,2.2934608513716634,French Restaurant,5490615.623720958,-430848.41230456217
5376,5376,Paris123,48.862910594313156,2.2951355055048026,Les Marches,48.863895658649646,2.2958931326866154,French Restaurant,5490634.732177937,-430662.2958826565
5377,5377,Paris123,48.862910594313156,2.2951355055048026,Les Ombres,48.861096244398794,2.2985252350127725,French Restaurant,5490292.004770365,-430522.58461649483
5379,5379,Paris123,48.862910594313156,2.2951355055048026,6 New York,48.86403753670909,2.2995766773715296,French Restaurant,5490604.747086832,-430390.4434091045
5380,5380,Paris123,48.862910594313156,2.2951355055048026,Le New York,48.86237361374061,2.293652816856545,French Restaurant,5490493.947989418,-430854.64282504504
5385,5385,Paris123,48.862910594313156,2.2951355055048026,Antoine,48.863956940006034,2.298673719607276,French Restaurant,5490607.021259341,-430457.94479500246
5392,5392,Paris123,48.862910594313156,2.2951355055048026,Waknine,48.86557746452079,2.2955084734891518,French Restaurant,5490825.786061723,-430658.77457209607
5394,5394,Paris123,48.862910594313156,2.2951355055048026,Bateaux Parisiens Dinner Cruise,48.861713,2.2945695,French Restaurant,5490409.400493407,-430800.0769973161
5398,5398,Paris123,48.862910594313156,2.2951355055048026,Au Bon Accueil,48.8596081855582,2.2994479486126504,French Restaurant,5490115.736266199,-430483.12747442804
5405,5405,Paris123,48.862910594313156,2.2951355055048026,Les Deux Abeilles,48.86079755183889,2.3005413504837824,French Restaurant,5490233.910993437,-430380.8580093726
5408,5408,Paris123,48.862910594313156,2.2951355055048026,Étude,48.865862,2.290824,French Restaurant,5490915.440589908,-430995.738529606
5411,5411,Paris123,48.862910594313156,2.2951355055048026,Jérémie,48.86506451992953,2.2898142081680883,French Restaurant,5490839.645499853,-431084.53443370934
5415,5415,Paris123,48.862910594313156,2.2951355055048026,Le Grand Corona,48.86500413277157,2.300933003425598,French Restaurant,5490694.986126965,-430273.1547186342
5418,5418,Paris124,48.86410218418863,2.3057761043439027,Le Relais Plaza,48.8660532,2.3039113999999996,French Restaurant,5490774.246597933,-430035.7871277133
5422,5422,Paris124,48.86410218418863,2.3057761043439027,Restaurant Alain Ducasse,48.866195298642594,2.304214280207475,French Restaurant,5490786.230134671,-430010.98349004844
5432,5432,Paris124,48.86410218418863,2.3057761043439027,L'Avenue,48.86725728728338,2.306277304887772,French Restaurant,5490878.280091681,-429840.27189124725
5440,5440,Paris124,48.86410218418863,2.3057761043439027,L'Ami Jean,48.860296563890564,2.305888511863262,French Restaurant,5490112.108529845,-429999.48738153186
5443,5443,Paris124,48.86410218418863,2.3057761043439027,La Table du Huit,48.86686349850318,2.308868225385194,French Restaurant,5490802.5446994435,-429658.34408083267
5445,5445,Paris124,48.86410218418863,2.3057761043439027,Lasserre,48.86627508768674,2.3101569700324203,French Restaurant,5490721.397065182,-429575.2247089433
5447,5447,Paris124,48.86410218418863,2.3057761043439027,L'Affriolé,48.86083323296815,2.305717199464972,French Restaurant,5490173.675865791,-430001.92279467836
5453,5453,Paris124,48.86410218418863,2.3057761043439027,6 New York,48.86403753670909,2.2995766773715296,French Restaurant,5490604.747086832,-430390.4434091045
5456,5456,Paris124,48.86410218418863,2.3057761043439027,La Maison de la Truffe,48.868052807490244,2.3028703085497484,French Restaurant,5491008.638796658,-430074.2771605721
5463,5463,Paris124,48.86410218418863,2.3057761043439027,Le Clarence,48.86750927396768,2.31020033204631,French Restaurant,5490857.562101124,-429548.87036685797
5474,5474,Paris125,48.865292813320636,2.3164174014498133,Mini Palais,48.865156,2.313022,French Restaurant,5490561.938227934,-429386.88173860055
5476,5476,Paris125,48.865292813320636,2.3164174014498133,Alléno Paris au Pavillon Ledoyen,48.86611166972762,2.3163492552225566,French Restaurant,5490626.568992531,-429125.7932577804
5489,5489,Paris125,48.865292813320636,2.3164174014498133,Chez Françoise,48.86192434688699,2.3144443797783487,French Restaurant,5490186.36430133,-429343.62591140554
5494,5494,Paris125,48.865292813320636,2.3164174014498133,Lasserre,48.86627508768674,2.3101569700324203,French Restaurant,5490721.397065182,-429575.2247089433
5499,5499,Paris125,48.865292813320636,2.3164174014498133,Maxim's,48.86736491389516,2.3220956325531006,French Restaurant,5490694.215556419,-428682.3539866491
5505,5505,Paris125,48.865292813320636,2.3164174014498133,Le Laurent,48.869215702524954,2.3132416605949397,French Restaurant,5491008.8829395445,-429294.5817287215
5509,5509,Paris125,48.865292813320636,2.3164174014498133,BLOSSOM Restaurant,48.868256132737315,2.32133200141223,French Restaurant,5490802.385915986,-428721.4274148394
5520,5520,Paris126,48.86648248155082,2.327059396318185,Bar Vendôme,48.86803541831429,2.3284611865243363,French Restaurant,5490689.686517594,-428204.621787717
5529,5529,Paris126,48.86648248155082,2.327059396318185,Le Dalí,48.86519617114082,2.3280952127483943,French Restaurant,5490379.727935066,-428284.6258344472
5530,5530,Paris126,48.86648248155082,2.327059396318185,Restaurant Costes Saint-Honoré,48.866697894503744,2.3278935244036782,French Restaurant,5490548.561709571,-428271.1936787149
5543,5543,Paris126,48.86648248155082,2.327059396318185,Sur Mesure par Thierry Marx,48.8669925,2.3270258,French Restaurant,5490591.932922436,-428329.07546300313
5545,5545,Paris126,48.86648248155082,2.327059396318185,Carré des Feuillants,48.86623003973648,2.3287292149896883,French Restaurant,5490486.397759553,-428218.9017359532
5554,5554,Paris126,48.86648248155082,2.327059396318185,Le Soufflé,48.866479192925254,2.3264595866203313,French Restaurant,5490542.084944885,-428380.08150995336
5557,5557,Paris126,48.86648248155082,2.327059396318185,Restaurant Le Meurice Alain Ducasse,48.865291451093846,2.3280563207176783,French Restaurant,5490390.762907275,-428285.6806282962
5565,5565,Paris126,48.86648248155082,2.327059396318185,Chez Monsieur,48.868817,2.325164,French Restaurant,5490817.067297977,-428430.89066503
5574,5574,Paris126,48.86648248155082,2.327059396318185,Camélia,48.86697317961614,2.327094008164749,French Restaurant,5490588.948705856,-428324.4536594236
5594,5594,Paris126,48.86648248155082,2.327059396318185,L'Ardoise,48.866235166278436,2.326841050934661,French Restaurant,5490510.3339580605,-428356.78410812665
5596,5596,Paris126,48.86648248155082,2.327059396318185,Le Pur',48.868931648850534,2.330201268196106,French Restaurant,5490767.42428203,-428060.6591381988
5600,5600,Paris126,48.86648248155082,2.327059396318185,Flottes,48.866347744951355,2.325432300567627,French Restaurant,5490540.241008109,-428457.61683876486
5629,5629,Paris127,48.86767118872097,2.3377020884444217,Verjus,48.86639803045864,2.3373547196388245,French Restaurant,5490398.299430354,-427585.4375851118
5632,5632,Paris127,48.86767118872097,2.3377020884444217,Le Grand Véfour,48.86613492,2.33793892,French Restaurant,5490361.9315303685,-427547.6784556748
5638,5638,Paris127,48.86767118872097,2.3377020884444217,Ellsworth,48.86552791641178,2.337056774451994,French Restaurant,5490305.605748904,-427623.5205720663
5647,5647,Paris127,48.86767118872097,2.3377020884444217,Le Comptoir des Petits Champs,48.866292337612116,2.3378738261876433,French Restaurant,5490380.1728771,-427549.484622214
5650,5650,Paris127,48.86767118872097,2.3377020884444217,Les Athlètes,48.86951553880589,2.3395371817943658,French Restaurant,5490716.62341699,-427367.5243616424
5658,5658,Paris127,48.86767118872097,2.3377020884444217,Restaurant du Palais Royal,48.86574578621022,2.3385475128844617,French Restaurant,5490311.303314007,-427510.49834283325
5671,5671,Paris127,48.86767118872097,2.3377020884444217,Les Fines Gueules,48.865171886388225,2.3406447842717166,French Restaurant,5490221.8034774,-427367.99115372566
5675,5675,Paris127,48.86767118872097,2.3377020884444217,Le Moderne,48.868856,2.342142,French Restaurant,5490611.3662446495,-427189.5460592328
5705,5705,Paris127,48.86767118872097,2.3377020884444217,Le Louis,48.86433074917223,2.3413320625761442,French Restaurant,5490120.137594339,-427333.5279536174
5728,5728,Paris128,48.86885893467301,2.3483454773237145,Frenchie,48.867738600295354,2.347993031144142,French Restaurant,5490415.285274257,-426782.9257473417
5771,5771,Paris128,48.86885893467301,2.3483454773237145,Le Moderne,48.868856,2.342142,French Restaurant,5490611.3662446495,-427189.5460592328
5778,5778,Paris128,48.86885893467301,2.3483454773237145,Eels,48.873119,2.350133,French Restaurant,5490984.810103161,-426525.79300479894
5786,5786,Paris128,48.86885893467301,2.3483454773237145,Le Pas Sage,48.8646459477286,2.3500657081604004,French Restaurant,5490047.116856477,-426689.378002775
5790,5790,Paris128,48.86885893467301,2.3483454773237145,Restaurant Grands Boulevards,48.87093,2.344911,French Restaurant,5490806.868019733,-426948.35405883647
5793,5793,Paris128,48.86885893467301,2.3483454773237145,Tir-Bouchon,48.86464844087102,2.3487282545616592,French Restaurant,5490063.916843408,-426787.0709384859
5809,5809,Paris128,48.86885893467301,2.3483454773237145,Bouillon Julien,48.870532805117065,2.3532134700374163,French Restaurant,5490660.298674696,-426349.1343547723
5827,5827,Paris129,48.870045719248886,2.3589895624510118,Les Résistants,48.869952077767245,2.3607404470533853,French Restaurant,5490503.040238358,-425810.00155329076
5828,5828,Paris129,48.870045719248886,2.3589895624510118,La Petite Rose des Sables,48.86894048341714,2.360090412728617,French Restaurant,5490399.013082617,-425876.4285267452
